Name,Start Date,Tickets Available,Currency Type,Lowest Ticket Price,Highest Ticket Price,Ticket Limit,Seatmap,Promoter,Venue,Venue URL,Please Note
Nicholas Payton,2/13/2025,2025-01-16T17:00:00Z,USD,17.5,57.5,,https://mapsapi.tmol.io/maps/geometry/3/event/010062282E405D8C/staticImage?type=png&systemId=HOST,,Jimmy's Jazz and Blues Club,https://www.ticketmaster.com/jimmys-jazz-and-blues-club-tickets-portsmouth/venue/9375,"The Box Office at Jimmy's Jazz and Blues Club is open daily from 10 AM to 5 PM, offering both in-person and phone ticket sales. You can purchase tickets by calling 888-603-5299 (ext. 1) or by visiting us at 135 Congress Street in Portsmouth, NH. For online purchases, please visit jimmysoncongress.com. If you buy tickets from any source other than Ticketmaster, please note that you are not purchasing directly from Jimmy's Jazz and Blues Club."
Atmosphere - Imagine The Fun Tour,2/13/2025,2024-11-01T14:00:00Z,USD,35,99,There is a strict 6 ticket limit for this event. Accounts found in violation of the posted ticket limit may be cancelled without notice.,https://mapsapi.tmol.io/maps/geometry/3/event/02006156DCF545BF/staticImage?type=png&systemId=HOST,,The Queen,https://www.ticketmaster.com/the-queen-tickets-wilmington/venue/17077,"The Main Hall at The Queen AGES: All Ages DOORS: 6:30 PM Please adhere to published ticket limits. If you exceed the ticket limit, you may have any or all of your orders and tickets canceled without notice. Delivery will be delayed to check for duplicate orders. Tickets will be available beginning 7 days prior to the event. All support acts are subject to change without notice. Venue reserves the right to cancel ticket orders at its discretion."
Seth Parker Woods,2/13/2025,2024-10-29T16:00:00Z,USD,34,34,,https://mapsapi.tmol.io/maps/geometry/3/event/01006154EE865663/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Crystal Ballroom at Somerville Theatre,https://www.ticketmaster.com/crystal-ballroom-at-somerville-theatre-tickets-somerville/venue/9392,
Tonights The Night,2/13/2025,2024-07-26T14:00:00Z,USD,36,66,,https://mapsapi.tmol.io/maps/geometry/3/event/0D0060F2D6F133BD/staticImage?type=png&systemId=HOST,,Duke Energy Center for the Arts - Mahaffey Theater,https://www.ticketmaster.com/duke-energy-center-for-the-arts-tickets-st-petersburg/venue/106761,"Show is all ages. Go Mobile: Your phone is your ticket. Locate your tickets in your Ticketmaster account or in the Ticketmaster app. Screenshots and print outs will not be accepted. There is a ticket limit of ten (10). All orders exceeding this limit will be cancelled without notice. Members of Bill Edwards Foundation for the Arts may order tickets by phone! To reserve Member Seating, or to learn more about the perks of Membership including preshow lounge access, reduced fees, preferred seating, special events & more, call (727) 300-2000. The Duke Energy Center for the Arts - Mahaffey Theater has accessible seating located in Row 20 of Orchestra Sections One and Three. Boxes 12-29 are also wheelchair and scooter accessible. If you have questions regarding accessible seating, please call our Box Office at (727) 892-5721."
Yuridia - Sin Llorar US + Canada Tour 2025,2/13/2025,2024-09-27T14:00:00Z,USD,49.5,129.5,There is an overall 6 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/1500613405FD8E0D/staticImage?type=png&systemId=HOST,LIVE NATION MUSIC,Warner Theatre,https://www.ticketmaster.com/warner-theatre-tickets-washington/venue/172129,Only bags 12x6x12 & under allowed in. NO BACKPACKS! All balcony seats require climbing stairs. There are no elevators in the Theatre.
Pink Sweat$ - Welcome Home Tour with Special Guest Aqyila,2/13/2025,2024-11-22T15:00:00Z,USD,40,40,There is an overall 8 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/15006167B1DE40CD/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,The Anthem,https://www.ticketmaster.com/the-anthem-tickets-washington/venue/172624,"Tickets are non-transferable until 72 hours prior to the show time. Any tickets suspected of being purchased for the sole purpose of reselling can be cancelled at the discretion of The Anthem / Ticketmaster, and buyers may be denied future ticket purchases for I.M.P. shows. Opening acts, door times, and set times are always subject to change."
Energy Curfew Music Hour with Chris Thile & Punch Brothers,2/13/2025,2024-12-11T17:00:00Z,USD,31.5,144,There is a two (2) ticket limit per person.,https://mapsapi.tmol.io/maps/geometry/3/event/30006189EFF53620/staticImage?type=png&systemId=HOST,,Minetta Lane Theatre,https://www.ticketmaster.com/minetta-lane-theatre-tickets-new-york/venue/393226,
Big Head Todd & the Monsters - 40th Anniversary Tour,2/13/2025,2024-09-13T14:00:00Z,USD,39.5,39.5,There is an overall 8 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/3000611EE3E8420A/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Empire Live,https://www.ticketmaster.com/empire-live-tickets-albany/venue/393377,16+ With a VALID PHOTO ID ALL patrons are required to have a VALID PHOTO ID for entry. Unless with a parent or legal guardian 21 years of age or older.
The Frontmen,2/13/2025,2024-11-08T16:00:00Z,USD,20,45,There is an overall 8 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/2100615DD0150A2F/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Hard Rock Live Rockford,https://www.ticketmaster.com/hard-rock-live-rockford-tickets-rockford/venue/270557,"MUST BE 21+ TO ATTEND. Doors open at 7PM. Hard Rock LIVE is located within Hard Rock Casino Rockford. Must be 21+ to attend. Valid photo ID required. All sales final. This is a fully seated event. All tickets grant entry and reserved seating. Sections 201, 202, & 203 are stadium-style risers that require traveling up a set of stairs. All wheelchair and accessibility areas are located within Sections 101 & 103 and are sold directly through the Box Office. Hard Rock Rockford is a smoke free facility. Smoking of any kind, including vapes, is prohibited. For a full list of venue rules, visit our website Hard Rock LIVE has no Re-Entry."
A Night For Lovers with KEM & Lalah Hathaway,2/13/2025,2024-11-29T15:00:00Z,USD,46.5,175,,https://mapsapi.tmol.io/maps/geometry/3/event/2200617A8F8C110B/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Albany Civic Center,https://www.ticketmaster.com/albany-civic-center-tickets-albany/venue/278535,"To provide a safe environment and a more expedited entry for patrons, Flint River entertainment complex has implemented a clear bag policy. For information regarding the policy and all venue details please visit flintriverentertianmentcomplex.com. This is a Ticketmaster Safetix event. Screenshots and printouts will not be accepted for this event. You must display your tickets on your mobile phone. Tickets purchased at the Georgias Own Credit Union Box Office are acceptable. 2 YEARS OF AGE AND OVER REQUIRE A TICKET. No Re-Entry!"
Hemlock for Socrates,2/13/2025,2024-12-12T16:00:00Z,USD,12,12,Please note: There is a ticket limit of 4 tickets per person and per credit card on this event.,https://mapsapi.tmol.io/maps/geometry/3/event/1600618C98A41B3A/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,The Funhouse at Mr. Smalls,https://www.ticketmaster.com/the-funhouse-at-mr-smalls-tickets-millvale/venue/181054,This Event Is All Ages *COVID-19 POLICY* Mr. Smalls COVID-19 policy has been lifted as of 4/1/22 except where required by the artist.
A Night of Intimate R&B with Howard Hewett and Keith Washington,2/13/2025,2024-10-15T00:00:00Z,USD,39,95,,https://mapsapi.tmol.io/maps/geometry/3/event/1500614E0F62587C/staticImage?type=png&systemId=HOST,,Morgan State University - Murphy Fine Arts Center ,https://www.ticketmaster.com/morgan-state-university-murphy-fine-arts-tickets-baltimore/venue/172370,"Unfortunately, the Event Organizer has had to cancel your event. You don't need to do a thing. We'll issue a refund to the original method of payment used at time of purchase, as soon as funds are received from the Event Organizer. It should appear on your account within 14-21 days. Please Note: If the tickets were transferred to you, the refund will go to the fan who originally purchased the tickets from Ticketmaster. Please see our Purchase Policy for more information."
Carpenters Legacy,2/13/2025,2025-01-05T20:00:00Z,USD,59.98,79.98,,https://mapsapi.tmol.io/maps/geometry/3/event/170062240BF084CA/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,V Theater at Planet Hollywood Inside the Miracle Mile Mall,https://www.ticketmaster.com/v-theater-at-planet-hollywood-inside-tickets-las-vegas/venue/189381,Parental Discretion Advised
Artikal Sound System - Are you Smiling Yet? Tour,2/13/2025,2024-11-01T15:00:00Z,USD,20,20,There is an overall 6 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/3A006156B88F4476/staticImage?type=png&systemId=HOST,,White Oak Music Hall - Upstairs ,https://www.ticketmaster.com/white-oak-music-hall-upstairs-tickets-houston/venue/476313,Doors: 7pm This show is ALL AGES All General Admission Tickets are Standing Room only IMPORTANT: WHITE OAK MUSIC HALL IS A CASHLESS VENUE. Please be sure to bring a debit or credit card.
San Antonio Stock Show & Rodeo Ranch Rodeo with Muscadine Bloodline,2/13/2025,2024-08-08T15:00:00Z,USD,35,100,There is an overall 10 ticket limit per household. Any orders exceeding this limit will be cancelled without notice.,https://mapsapi.tmol.io/maps/geometry/3/event/3A00609D8D0A26BC/staticImage?type=png&systemId=HOST,SAN ANTONIO LIVESTOCK & EXPO,Frost Bank Center,https://www.ticketmaster.com/frost-bank-center-tickets-san-antonio/venue/475590,Concert performers are subject to change and are not a condition of ticket sale. This is NOT a regular rodeo event and will not have the traditional rodeo events. It is a celebration of the working Ranch cowboys. The Ranch Rodeo lasts just under 2 hours. After there is a brief intermission (approx. 15 minutes) followed by the entertainment. The concert lasts between 60 to 75 minutes. Your Rodeo ticket also includes Stock Show & Rodeo fairgrounds admission so you can enjoy all that the 2024 San Antonio Stock Show and Rodeo has to offer. To review schedule of events and activities please keep checking our website at www.sarodeo.com Children 3 years and older must have a ticket.
Mannywellz - Mr. Oúlala Tour,2/13/2025,2024-06-28T15:00:00Z,USD,20,20,There is an overall 8 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/3A0060D5D5E5705C/staticImage?type=png&systemId=HOST,HOUSE OF BLUES CONCERTS (HOB),The Bronze Peacock at House of Blues Houston,https://www.ticketmaster.com/the-bronze-peacock-at-house-of-tickets-houston/venue/476142,"Event has been rescheduled to February 13, 2025"
Thuy -  Wings World Tour,2/13/2025,2024-10-25T14:00:00Z,USD,27.5,27.5,There is an overall 4 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/2D006151B84E6214/staticImage?type=png&systemId=HOST,LIVE NATION MUSIC,The Underground,https://www.ticketmaster.com/the-underground-tickets-charlotte/venue/369736,"The Underground Is A General Admission Standing Room Only Venue Unless Otherwise Noted. All Ages Welcome Doors: 7:00pm Show: 8:00pm Ticket prices will increase the day of the show. All dates, acts, and ticket prices subject to change without notice. All tickets are subject to applicable service fees via all points of purchase."
Highly Suspect,2/13/2025,2024-10-11T14:00:00Z,USD,49.5,65,There is an overall eight (8) ticket limit on this event.,https://mapsapi.tmol.io/maps/geometry/3/event/2D006144B9DA67B0/staticImage?type=png&systemId=HOST,FRANK PRODUCTIONS,The Charleston Music Hall,https://www.ticketmaster.com/the-charleston-music-hall-tickets-charleston/venue/369387,"Doors at 7:00 pm | Show at 8:00 pm. ACCESSIBILITY - Accessible seating is available online through Ticketmaster by filtering on the ADA Icon and selecting Accessible Seats or in person or over the phone via The Charleston Music Hall box office during business hours. The Charleston Music Hall does NOT have an elevator. Please take that into consideration when buying balcony tickets (Sections F, G, H, I & J). CASHLESS VENUE - The Charleston Music Hall services all credit and debit payments only. No cash accepted at the box office or bar. BAG POLICY - Bags (max size 12"" x 6"" x 12"") are allowed and will be searched upon entry. Exceptions will be made for necessary medical equipment and nursing mothers. We encourage you to pack light with only the necessities to make the entry process as soon as possible. We hope you enjoy the show!"
Little River Band 50th Happy Anniversary Tour,2/13/2025,2024-10-25T14:00:00Z,USD,49.5,292.5,There is an overall 8 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/1D006151E9CF1538/staticImage?type=png&systemId=HOST,LIVE NATION MUSIC,The Capitol Theatre,https://www.ticketmaster.com/the-capitol-theatre-tickets-port-chester/venue/237773,18+ unless accompanied by a parent or legal guardian. Children under 10 years of age are not permitted. Must be 21+ with a valid ID to consume alcohol.
